fr,gloss,category
Je crois que les politiques éducatives doivent être plus accessibles.,IX-1 CROIRE POLITIQUE ÉDUCATIF ACCESSIBLE,maison_logement
Le jardin de notre maison est un espace de liberté.,POSS-1-PL MAISON JARDIN ESPACE LIBERTÉ,maison_logement
Je pense que les politiques culturelles doivent être plus diversifiées.,IX-1 PENSER POLITIQUE CULTURE DIVERSIFIER,maison_logement
La table de la salle à manger est un lieu de partage.,SALLE-MANGER TABLE LIEU PARTAGE,maison_logement
Je trouve que les politiques économiques doivent être plus équitables.,IX-1 TROUVER POLITIQUE ÉCONOMIQUE ÉQUITABLE,maison_logement
Je crois que les politiques de transport doivent être plus efficaces.,IX-1 CROIRE POLITIQUE TRANSPORT EFFICACE,maison_logement
La bibliothèque de notre salon est un trésor de savoir.,SALON BIBLIOTHÈQUE TRÉSOR SAVOIR,maison_logement
Je pense que les politiques de logement doivent être plus accessibles.,IX-1 PENSER POLITIQUE LOGEMENT ACCESSIBLE,maison_logement
Je trouve que les politiques sociales doivent être plus justes.,IX-1 TROUVER POLITIQUE SOCIAL JUSTE,maison_logement
La cuisine est le cœur de notre foyer.,CUISINE CŒUR FOYER,maison_logement
Je crois que les politiques de santé doivent être plus équitables.,IX-1 CROIRE POLITIQUE SANTÉ ÉQUITABLE,maison_logement
Je pense que les politiques éducatives doivent être plus inclusives.,IX-1 PENSER POLITIQUE ÉDUCATIF INCLUSIF,maison_logement
Je trouve que les politiques culturelles doivent être plus diversifiées.,IX-1 TROUVER POLITIQUE CULTURE DIVERSIFIER,maison_logement
Je crois que les politiques économiques doivent être plus équitables.,IX-1 CROIRE POLITIQUE ÉCONOMIQUE ÉQUITABLE,maison_logement
Je pense que les politiques de transport doivent être plus efficaces.,IX-1 PENSER POLITIQUE TRANSPORT EFFICACE,maison_logement
Je trouve que les politiques de logement doivent être plus accessibles.,IX-1 TROUVER POLITIQUE LOGEMENT ACCESSIBLE,maison_logement
J'habite dans un petit appartement en ville.,IX-1 VILLE APPARTEMENT PETIT HABITER,maison_logement
Tu as rangé les coussins du canapé ?,IX-2 CANAPÉ COUSSIN RANGER ?,maison_logement
Nous avons acheté une nouvelle table basse.,POSS-1-PL TABLE BASSE NOUVELLE AVOIR,maison_logement
Elle a balayé le sol de la cuisine.,IX-3 CUISINE SOL BALAYER,maison_logement
Le printemps arrive bientôt.,PRINTEMPS BÔN ARRIVER,maison_logement
Je passe l'aspirateur dans le salon.,IX-1 SALON ASPIRATEUR PASSER,maison_logement
Tu as vu les nouveaux rideaux ?,IX-2 RIDEAU NOUVELLE VOIR ?,maison_logement
Nous avons planté des fleurs dans le jardin.,POSS-1-PL JARDIN FLEUR PLANTER,maison_logement
Elle a rangé les livres dans la bibliothèque.,IX-3 BIBLIOTHÈQUE LIVRE RANGER,maison_logement
Je range les affaires dans le placard.,IX-1 PLACARD AFFAIRE RANGER,maison_logement
Nous avons acheté un nouveau tapis.,POSS-1-PL TAPIS NOUVELLE AVOIR,maison_logement
Elle a fait le ménage dans toute la maison.,IX-3 MAISON MÉNAGE FAIRE,maison_logement
Je range les vêtements dans l'armoire.,IX-1 ARMOIRE VÊTEMENT RANGER,maison_logement
Tu as vu les nouvelles étagères ?,IX-2 ÉTAGÈRE NOUVELLE VOIR ?,maison_logement
Nous avons planté un arbre dans le jardin.,POSS-1-PL JARDIN ARBRE PLANTER,maison_logement
Elle a rangé les jouets des enfants.,IX-3 ENFANT+ JOUET RANGER,maison_logement
Je passe la serpillière dans la cuisine.,IX-1 CUISINE SERPILLIÈRE PASSER,maison_logement
Tu as vu les nouveaux meubles ?,IX-2 MEUBLE NOUVELLE VOIR ?,maison_logement
Nous avons acheté un nouveau canapé.,POSS-1-PL CANAPÉ NOUVELLE AVOIR,maison_logement
Elle a rangé les chaussures dans l'entrée.,IX-3 ENTRÉE CHAUSSURE RANGER,maison_logement
L'été est la saison des vacances.,ÉTÉ VACANCE SAISON,maison_logement
Je range les livres sur l'étagère.,IX-1 ÉTAGÈRE LIVRE RANGER,maison_logement
Nous avons planté des légumes dans le jardin.,POSS-1-PL JARDIN LÉGUME PLANTER,maison_logement
Elle a rangé les affaires dans le placard.,IX-3 PLACARD AFFAIRE RANGER,maison_logement
Il fait frais en automne.,AUTOMNE FRAIS FAIRE,maison_logement
L'hiver est la saison des sports d'hiver.,HIVER SPORT D'HIVER SAISON,maison_logement
Je range les documents dans le bureau.,IX-1 DOCUMENT RANGER BUREAU,maison_logement
Tu as balayé le salon hier soir ?,IX-2 SALON BALAYER HIER SOIR ?,maison_logement
Elle a acheté un nouveau canapé.,IX-3 CANAPÉ NOUVEAU ACHETER,maison_logement
Nous avons repeint les murs de la chambre.,POSS-1-PL CHAMBRE MUR REPEINDRE,maison_logement
Vous avez organisé une réunion dans le salon.,IX-2-PL SALON RÉUNION ORGANISER,maison_logement
Ils ont installé une nouvelle lampe.,IX-3-PL LAMPE NOUVELLE INSTALLER,maison_logement
Elles ont nettoyé la salle de bain.,IX-3-PL SALLE BAIN NETTOYER,maison_logement
Je vais changer les rideaux.,IX-1 RIDEAU CHANGER,maison_logement
Il a déplacé le meuble du salon.,IX-3 SALON MEUBLE DÉPLACER,maison_logement
Nous avons vidé les poubelles.,POSS-1-PL POUBELLE VIDER,maison_logement
Vous avez passé l'aspirateur dans la chambre.,IX-2-PL CHAMBRE ASPIRATEUR PASSER,maison_logement
Ils ont rangé les livres sur l'étagère.,IX-3-PL LIVRE ÉTAGÈRE RANGER,maison_logement
Elles ont lavé les vitres de la cuisine.,IX-3-PL CUISINE VITRE LAVER,maison_logement
Je vais acheter un nouveau tapis.,IX-1 TAPIS NOUVEAU ACHETER,maison_logement
Tu as changé les coussins du canapé.,IX-2 COUSSIN CANAPÉ CHANGER,maison_logement
Elle a déplacé la table du salon.,IX-3 SALON TABLE DÉPLACER,maison_logement
Nous avons nettoyé les fenêtres.,POSS-1-PL FENÊTRE NETTOYER,maison_logement
Vous avez rangé les jouets des enfants.,IX-2-PL ENFANT+ JOUET RANGER,maison_logement
Ils ont repeint la cuisine.,IX-3-PL CUISINE REPEINDRE,maison_logement
Elles ont acheté de nouvelles chaises.,IX-3-PL CHAISE NOUVELLE ACHETER,maison_logement
Je vais installer une nouvelle étagère.,IX-1 ÉTAGÈRE NOUVELLE INSTALLER,maison_logement
Tu as réparé la lampe du bureau.,IX-2 LAMPE BUREAU RÉPARER,maison_logement
Il a déplacé le lit de la chambre.,IX-3 CHAMBRE LIT DÉPLACER,maison_logement
Nous avons vidé le lave-vaisselle.,POSS-1-PL LAVE-VAISSELLE VIDER,maison_logement
Vous avez passé l'aspirateur dans le couloir.,IX-2-PL COULOIR ASPIRATEUR PASSER,maison_logement
Ils ont rangé les vêtements dans l'armoire.,IX-3-PL VÊTEMENT ARMURE RANGER,maison_logement
Elles ont lavé les sols de la salle de bain.,IX-3-PL SALLE BAIN SOL LAVER,maison_logement
Je vais acheter un nouveau miroir.,IX-1 MIROIR NOUVEAU ACHETER,maison_logement
Tu as changé les draps du lit.,IX-2 DRAP LIT CHANGER,maison_logement
Elle a déplacé la commode de la chambre.,IX-3 CHAMBRE COMMODE DÉPLACER,maison_logement
Nous avons nettoyé les miroirs.,POSS-1-PL MIROIR NETTOYER,maison_logement
Vous avez rangé les chaussures dans l'entrée.,IX-2-PL ENTRÉE CHAUSSURE RANGER,maison_logement
Ils ont repeint les murs du salon.,IX-3-PL SALON MUR REPEINDRE,maison_logement
Elles ont acheté de nouvelles serviettes.,IX-3-PL SERVIETTE NOUVELLE ACHETER,maison_logement
Je vais installer une nouvelle étagère dans la cuisine.,IX-1 CUISINE ÉTAGÈRE NOUVELLE INSTALLER,maison_logement
Tu as réparé la chaise du bureau.,IX-2 BUREAU CHAISE RÉPARER,maison_logement
Il a déplacé le canapé du salon.,IX-3 SALON CANAPÉ DÉPLACER,maison_logement
Nous avons vidé le lave-linge.,POSS-1-PL LAVE-LINGE VIDER,maison_logement
Vous avez passé l'aspirateur dans la chambre d'enfant.,IX-2-PL CHAMBRE ENFANT ASPIRATEUR PASSER,maison_logement
Ils ont rangé les livres sur l'étagère du salon.,IX-3-PL SALON LIVRE ÉTAGÈRE RANGER,maison_logement
Elles ont lavé les vitres de la salle de bain.,IX-3-PL SALLE BAIN VITRE LAVER,maison_logement
Je vais acheter un nouveau tapis pour le salon.,IX-1 SALON TAPIS NOUVEAU ACHETER,maison_logement
Tu as changé les coussins du canapé du salon.,IX-2 SALON COUSSIN CANAPÉ CHANGER,maison_logement
Elle a déplacé la table de la cuisine.,IX-3 CUISINE TABLE DÉPLACER,maison_logement
Nous avons nettoyé les fenêtres de la chambre.,POSS-1-PL CHAMBRE FENÊTRE NETTOYER,maison_logement
Vous avez rangé les jouets des enfants dans la chambre.,IX-2-PL CHAMBRE ENFANT+ JOUET RANGER,maison_logement
Ils ont repeint les murs de la salle de bain.,IX-3-PL SALLE BAIN MUR REPEINDRE,maison_logement
Elles ont acheté de nouvelles chaises pour la cuisine.,IX-3-PL CUISINE CHAISE NOUVELLE ACHETER,maison_logement
Je vais installer une nouvelle étagère dans le couloir.,IX-1 COULOIR ÉTAGÈRE NOUVELLE INSTALLER,maison_logement
Tu as réparé la lampe de la chambre.,IX-2 CHAMBRE LAMPE RÉPARER,maison_logement
Il a déplacé le lit de la chambre d'enfant.,IX-3 CHAMBRE ENFANT LIT DÉPLACER,maison_logement
Nous avons vidé les poubelles de la cuisine.,POSS-1-PL CUISINE POUBELLE VIDER,maison_logement
Vous avez passé l'aspirateur dans le salon.,IX-2-PL SALON ASPIRATEUR PASSER,maison_logement
Rangez les DVD dans le meuble du salon.,DVD SALON MEUBLE RANGER,maison_logement
Nettoyez la salle de bain avant de regarder un film.,SALLE-BAIN NETTOYER FILM REGARDER AVANT,maison_logement
Placez le canapé devant la télévision.,CANAPÉ TÉLÉVISION DEVANT PLACER,maison_logement
Achetez une nouvelle étagère pour les DVD.,ÉTAGÈRE NOUVELLE ACHETER DVD POUR,maison_logement
Dépoussiérez les meubles avant l'arrivée des invités.,MEUBLE DÉPOUSSIÉRER INVITÉ ARRIVER AVANT,maison_logement
Installez le projecteur dans le salon.,PROJECTEUR SALON INSTALLER,maison_logement
Éteignez la lumière avant de commencer le film.,LUMIÈRE ÉTEINDRE FILM COMMENCER AVANT,maison_logement
Réglez le volume de la télévision.,TÉLÉVISION VOLUME RÉGLER,maison_logement
Changez les piles de la télécommande.,TÉLÉCOMMANDE PILE CHANGER,maison_logement
Vérifiez que le lecteur DVD fonctionne.,LECTEUR-DVD FONCTIONNER VÉRIFIER,maison_logement
Dégagez l'espace devant l'écran.,ÉCRAN DEVANT ESPACE DÉGAGER,maison_logement
Allumez les bougies pour créer une ambiance.,BOUGIE ALLUMER AMBIANCE CRÉER POUR,maison_logement
Fermez les rideaux pour éviter les reflets.,RIDEAU FERMER REFLET ÉVITER POUR,maison_logement
Préparez le pop-corn pour le film.,POP-CORN FILM PRÉPARER POUR,maison_logement
Éteignez le téléphone pour ne pas être dérangé.,TÉLÉPHONE ÉTEINDRE DÉRANGER NE-PAS POUR,maison_logement
Rangez les coussins du canapé.,COUSSIN CANAPÉ RANGER,maison_logement
Passez l'aspirateur dans le salon.,ASPIRATEUR SALON PASSER,maison_logement
Nettoyez les vitres de la fenêtre.,FENÊTRE VITRE NETTOYER,maison_logement
Dépoussiérez les meubles en bois.,MEUBLE BOIS DÉPOUSSIÉRER,maison_logement
Lavez les sols avant de regarder un film.,SOL LAVER FILM REGARDER AVANT,maison_logement
Remplissez le bol de chips.,BOL CHIP REMPLIR,maison_logement
Éteignez les lumières pour commencer le film.,LUMIÈRE ÉTEINDRE FILM COMMENCER POUR,maison_logement
Rangez les magazines sur l'étagère.,MAGAZINE ÉTAGÈRE RANGER,maison_logement
Vérifiez que la porte est bien fermée.,PORTE FERMER VÉRIFIER BIEN,maison_logement
Placez les coussins sur le canapé.,COUSSIN CANAPÉ PLACER,maison_logement
Dépoussiérez les étagères du salon.,ÉTAGÈRE SALON DÉPOUSSIÉRER,maison_logement
Lavez les vitres de la salle de bain.,SALLE-BAIN VITRE LAVER,maison_logement
Rangez les DVD par ordre alphabétique.,DVD ORDRE-ALPHABÉTIQUE RANGER,maison_logement
Éteignez la télévision après le film.,TÉLÉVISION ÉTEINDRE FILM APRÈS,maison_logement
Passez l'aspirateur sous le canapé.,ASPIRATEUR CANAPÉ SOUS PASSER,maison_logement
Nettoyez les miroirs de la salle de bain.,SALLE-BAIN MIROIR NETTOYER,maison_logement
Dépoussiérez les meubles de la chambre.,CHAMBRE MEUBLE DÉPOUSSIÉRER,maison_logement
Lavez les sols de la cuisine.,CUISINE SOL LAVER,maison_logement
Rangez les coussins du fauteuil.,COUSSIN FAUTEUIL RANGER,maison_logement
Vérifiez que les fenêtres sont bien fermées.,FENÊTRE FERMER VÉRIFIER BIEN,maison_logement
Placez les magazines sur la table.,MAGAZINE TABLE PLACER,maison_logement
Dépoussiérez les étagères de la bibliothèque.,BIBLIOTHÈQUE ÉTAGÈRE DÉPOUSSIÉRER,maison_logement
Lavez les vitres de la cuisine.,CUISINE VITRE LAVER,maison_logement
Rangez les DVD par genre.,DVD GENRE RANGER,maison_logement
Éteignez les lumières de la salle de bain.,SALLE-BAIN LUMIÈRE ÉTEINDRE,maison_logement
Passez l'aspirateur dans la chambre.,CHAMBRE ASPIRATEUR PASSER,maison_logement
Nettoyez les miroirs du salon.,SALON MIROIR NETTOYER,maison_logement
Dépoussiérez les meubles de l'entrée.,ENTRÉE MEUBLE DÉPOUSSIÉRER,maison_logement
Lavez les sols du couloir.,COULOIR SOL LAVER,maison_logement
Rangez les coussins du lit.,COUSSIN LIT RANGER,maison_logement
Vérifiez que les portes sont bien fermées.,PORTE FERMER VÉRIFIER BIEN,maison_logement
Placez les magazines sur le bureau.,MAGAZINE BUREAU PLACER,maison_logement
Dépoussiérez les étagères du couloir.,COULOIR ÉTAGÈRE DÉPOUSSIÉRER,maison_logement
Lavez les vitres de la chambre.,CHAMBRE VITRE LAVER,maison_logement
Rangez les livres sur l'étagère.,LIVRE ÉTAGÈRE RANGER,maison_logement
Il faut laver les vitres.,VITRE LAVER FAUT,maison_logement
Dépoussiérez les meubles du bureau.,MEUBLE BUREAU DÉPOUSSIÉRER,maison_logement
Nous changeons les draps du lit.,POSS-1-PL LIT DRAPS CHANGER,maison_logement
Tu dois nettoyer la salle de bain.,IX-2 SALLE DE BAIN NETTOYER DEVOIR,maison_logement
Ils repassent les vêtements.,IX-3 VÊTEMENT REPASSER,maison_logement
Je range les chaussures dans l'entrée.,IX-1 CHAUSSURE ENTRÉE RANGER,maison_logement
"Videz la poubelle, s'il te plaît.",POUBELLE VIDER S'IL TE PLAÎT,maison_logement
Il faut désinfecter les surfaces.,SURFACE DÉSINFECTER FAUT,maison_logement
Tu peux épousseter les étagères ?,IX-2 ÉTAGÈRE DÉPOUSSIÉRER PEUT,maison_logement
Je lave les vitres de la cuisine.,IX-1 CUISINE VITRE LAVER,maison_logement
Ils ont rangé les jouets des enfants.,IX-3 ENFANT+ JOUET RANGER,maison_logement
Nous devons nettoyer le sol.,POSS-1-PL SOL NETTOYER DEVOIR,maison_logement
Tu as passé l'aspirateur dans la chambre ?,IX-2 CHAMBRE ASPIRATEUR PASSER ?,maison_logement
Ils ont lavé les vitres de la salle de bain.,IX-3 SALLE DE BAIN VITRE LAVER,maison_logement
Nous devons dépoussiérer les meubles.,POSS-1-PL MEUBLE DÉPOUSSIÉRER DEVOIR,maison_logement
Tu peux changer les draps du lit ?,IX-2 LIT DRAPS CHANGER PEUT,maison_logement
Je repasse les vêtements.,IX-1 VÊTEMENT REPASSER,maison_logement
Ils ont rangé les chaussures dans l'entrée.,IX-3 ENTRÉE CHAUSSURE RANGER,maison_logement
Nous devons vider la poubelle.,POSS-1-PL POUBELLE VIDER DEVOIR,maison_logement
Tu as acheté un nouveau canapé ?,IX-2 CANAPÉ NOUVEAU ACHETER ?,maison_logement
Je désinfecte les surfaces.,IX-1 SURFACE DÉSINFECTER,maison_logement
Ils époussetent les étagères.,IX-3 ÉTAGÈRE DÉPOUSSIÉRER,maison_logement
Nous lavons les vitres de la cuisine.,POSS-1-PL CUISINE VITRE LAVER,maison_logement
Tu ranges les jouets des enfants ?,IX-2 ENFANT+ JOUET RANGER ?,maison_logement
Je nettoie le sol.,IX-1 SOL NETTOYER,maison_logement
Ils passent l'aspirateur dans la chambre.,IX-3 CHAMBRE ASPIRATEUR PASSER,maison_logement
Nous dépoussiérons les meubles du bureau.,POSS-1-PL MEUBLE BUREAU DÉPOUSSIÉRER,maison_logement
Tu changes les draps du lit.,IX-2 LIT DRAPS CHANGER,maison_logement
Ils rangent les chaussures dans l'entrée.,IX-3 ENTRÉE CHAUSSURE RANGER,maison_logement
Nous vidons la poubelle.,POSS-1-PL POUBELLE VIDER,maison_logement
J'ai accroché un tableau dans le salon.,IX-1 SALON TABLEAU ACCROCHER,maison_logement
Tu as rangé les instruments de musique ?,IX-2 INSTRUMENT RANGER ?,maison_logement
Il y a un piano dans la pièce à côté.,PIANO PIÈCE COTÉ AVOIR,maison_logement
Elle a peint un paysage magnifique.,IX-3 PAYSAGE PEINDRE MAGNIFIQUE,maison_logement
Vous écoutez de la musique classique ?,IX-2-PL MUSIQUE CLASSIQUE ÉCOUTER ?,maison_logement
Ils ont installé une étagère pour les livres.,IX-3-PL ÉTAGÈRE LIVRE INSTALLER,maison_logement
J'ai rangé les disques vinyles dans le placard.,IX-1 PLACARD DISQUE VINYLE RANGER,maison_logement
Elle a changé les rideaux de la chambre.,IX-3 CHAMBRE RIDEAU CHANGER,maison_logement
Vous avez un tourne-disque ?,IX-2-PL TOURNE-DISQUE AVOIR ?,maison_logement
Ils ont repeint les murs en blanc.,IX-3-PL MUR BLANC REPEINDRE,maison_logement
J'ai acheté une nouvelle guitare.,IX-1 GUITARE NOUVELLE ACHETER,maison_logement
Tu as rangé les partitions de musique ?,IX-2 PARTITION RANGER ?,maison_logement
Elle a accroché une toile abstraite.,IX-3 TOILE ABSTRAIT ACCROCHER,maison_logement
Vous avez un tableau abstrait ?,IX-2-PL TABLEAU ABSTRAIT AVOIR ?,maison_logement
Ils ont installé un nouveau système audio.,IX-3-PL SYSTÈME AUDIO NOUVEAU INSTALLER,maison_logement
J'ai rangé les CDs dans le tiroir.,IX-1 TIROIR CD RANGER,maison_logement
Tu as vu la nouvelle peinture sur le mur ?,IX-2 MUR PEINTURE NOUVELLE VOIR ?,maison_logement
Elle a changé les coussins du canapé.,IX-3 CANAPÉ COUSSIN CHANGER,maison_logement
Vous avez un haut-parleur Bluetooth ?,IX-2-PL HAUT-PARLEUR BLUETOOTH AVOIR ?,maison_logement
Ils ont repeint les murs en bleu.,IX-3-PL MUR BLEU REPEINDRE,maison_logement
J'ai acheté une nouvelle batterie.,IX-1 BATTERIE NOUVELLE ACHETER,maison_logement
Tu as rangé les livres sur l'étagère ?,IX-2 ÉTAGÈRE LIVRE RANGER ?,maison_logement
Elle a accroché une nouvelle photo.,IX-3 PHOTO NOUVELLE ACCROCHER,maison_logement
Vous avez un tableau moderne ?,IX-2-PL TABLEAU MODERNE AVOIR ?,maison_logement
Ils ont installé un nouveau système de son.,IX-3-PL SYSTÈME SON NOUVEAU INSTALLER,maison_logement
J'ai rangé les DVD dans le placard.,IX-1 PLACARD DVD RANGER,maison_logement
Elle a changé les rideaux de la salle à manger.,IX-3 SALLE-MANGER RIDEAU CHANGER,maison_logement
Nous avons un grand miroir dans le couloir.,POSS-1-PL COULOIR MIROIR GRAND AVOIR,maison_logement
Vous avez un tourne-disque vintage ?,IX-2-PL TOURNE-DISQUE VINTAGE AVOIR ?,maison_logement
Ils ont repeint les murs en vert.,IX-3-PL MUR VERT REPEINDRE,maison_logement
J'ai acheté une nouvelle basse.,IX-1 BASSE NOUVELLE ACHETER,maison_logement
Tu as rangé les partitions dans le tiroir ?,IX-2 TIROIR PARTITION RANGER ?,maison_logement
Elle a accroché une nouvelle affiche.,IX-3 AFFICHE NOUVELLE ACCROCHER,maison_logement
La maison de mes grands-parents était pleine d'histoires.,GRAND-PARENT MAISON HISTOIRE PLEIN,maison_logement
Nous avons rénové le salon l'année dernière.,IX-1-PL SALON RÉNOVER FINIR,maison_logement
Le grenier contient des objets anciens.,GRENIER ANCIEN OBJET CONTENIR,maison_logement
Ma sœur adore s'asseoir près de la fenêtre.,POSS-1 SŒUR FENÊTRE PRÈS ASSEOIR AIMER,maison_logement
Ils ont acheté un buffet en chêne pour la salle à manger.,IX-3-PL SALLE-MANGER BUFFET CHÊNE ACHETER,maison_logement
La cheminée était le cœur de la maison.,CHEMINÉE CŒUR MAISON,maison_logement
Nous avons passé des heures à décorer la chambre d'enfant.,IX-1-PL HEURE DÉCORER CHAMBRE ENFANT PASSER,maison_logement
Le canapé en cuir est très confortable.,CANAPÉ CUIR CONFORTABLE,maison_logement
Elle a rangé les livres sur l'étagère.,IX-3 LIVRE ÉTAGÈRE RANGER,maison_logement
Le tapis persan est un héritage familial.,TAPIS PERSAN HÉRITAGE FAMILIAL,maison_logement
Nous avons repeint les murs en blanc.,IX-1-PL MUR BLANC REPEINDRE,maison_logement
La cuisine est équipée d'appareils modernes.,CUISINE APPAREIL MODERNE ÉQUIPER,maison_logement
Le miroir reflète toute la pièce.,MIROIR PIÈCE REFLÉTER,maison_logement
Ils ont installé une nouvelle table dans la salle à manger.,IX-3-PL SALLE-MANGER TABLE NOUVELLE INSTALLER,maison_logement
La bibliothèque est remplie de romans.,BIBLIOTHÈQUE ROMAN PLEIN,maison_logement
Nous avons nettoyé les vitres de la fenêtre.,IX-1-PL FENÊTRE VITRE NETTOYER,maison_logement
Le lit en bois est très solide.,LIT BOIS SOLIDE,maison_logement
Elle a accroché un tableau au mur.,IX-3 TABLEAU MUR ACCROCHER,maison_logement
Le jardin était le lieu de rassemblement familial.,JARDIN LIEU RASSEMBLEMENT FAMILIAL,maison_logement
Nous avons changé les rideaux de la chambre.,IX-1-PL CHAMBRE RIDEAU CHANGER,maison_logement
Le bureau est encombré de papiers.,BUREAU PAPIER ENCOMBRER,maison_logement
Ils ont posé un tapis dans le couloir.,IX-3-PL COULOIR TAPIS POSER,maison_logement
La cuisine est le cœur de la maison.,CUISINE CŒUR MAISON,maison_logement
Nous avons acheté une nouvelle lampe.,IX-1-PL LAMPE NOUVELLE ACHETER,maison_logement
Le canapé est très confortable.,CANAPÉ CONFORTABLE,maison_logement
Elle a rangé les vêtements dans l'armoire.,IX-3 VÊTEMENT ARMURE RANGER,maison_logement
Le miroir est accroché au mur.,MIROIR MUR ACCROCHER,maison_logement
J'ai acheté une nouvelle plante pour le salon.,IX-1 PLANTE NOUVELLE SALON AVOIR,maison_logement
Le balcon donne sur un jardin luxuriant.,BALCON JARDIN LUXURIANT DONNER,maison_logement
Nous avons installé des rideaux verts.,POSS-1-PL RIDEAU VERT INSTALLER,maison_logement
Le canapé est près de la fenêtre.,CANAPÉ FENÊTRE PRÈS,maison_logement
Il y a des fleurs dans le vase.,FLEUR VASE AVOIR,maison_logement
Je passe l'aspirateur dans toute la maison.,IX-1 ASPIRATEUR MAISON TOUT PASSER,maison_logement
Le chat dort sur le tapis.,CHAT TAPIS DORMIR SUR,maison_logement
Nous avons planté des herbes aromatiques.,POSS-1-PL HERBE AROMATIQUE PLANTER,maison_logement
Le parquet est en bois de chêne.,PARQUET CHÊNE BOIS,maison_logement
Je range les coussins dans le coffre.,IX-1 COUSSIN COFFRE RANGER,maison_logement
Le jardin est rempli de fleurs.,JARDIN FLEUR REMPLIR,maison_logement
Nous avons acheté une nouvelle table.,POSS-1-PL TABLE NOUVELLE ACHETER,maison_logement
Le tapis est doux et moelleux.,TAPIS DOUX MOELLEUX,maison_logement
Tu as vu les oiseaux sur le balcon ?,IX-2 OISEAU BALCON VOIR?,maison_logement
Je nettoie les vitres de la fenêtre.,IX-1 VITRE FENÊTRE NETTOYER,maison_logement
Le salon est spacieux et lumineux.,SALON SPACIEUX LUMINEUX,maison_logement
Nous avons installé une nouvelle lampe.,POSS-1-PL LAMPE NOUVELLE INSTALLER,maison_logement
Le chat joue avec une boule de laine.,CHAT JOUER BOULE LAINE,maison_logement
Tu as rangé les jouets des enfants ?,IX-2 JOUET ENFANT+ RANGER?,maison_logement
Le jardin est rempli de verdure.,JARDIN VERDURE REMPLIR,maison_logement
Nous avons acheté des plantes pour le balcon.,POSS-1-PL PLANTE BALCON ACHETER,maison_logement
Le canapé est confortable et doux.,CANAPÉ CONFORTABLE DOUX,maison_logement
Tu as vu les papillons dans le jardin ?,IX-2 PAPILLON JARDIN VOIR?,maison_logement
Le parquet est en bois de pin.,PARQUET PIN BOIS,maison_logement
Tu as oublié d'arroser les plantes ?,IX-2 OUBLIER PLANTE ARROSER?,maison_logement
Je travaille dans mon bureau.,IX-1 BUREAU TRAVAILLER,maison_logement
Le bureau est en désordre.,BUREAU DÉSORDRE AVOIR,maison_logement
J'ai rangé les dossiers.,IX-1 DOSSIER RANGER,maison_logement
Le bureau est près de la fenêtre.,BUREAU FENÊTRE PRÈS,maison_logement
Je vais nettoyer la table.,IX-1 TABLE NETTOYER,maison_logement
J'ai acheté une nouvelle étagère.,IX-1 ÉTAGÈRE NOUVEAU ACHETER,maison_logement
Le bureau est grand.,BUREAU GRAND,maison_logement
J'ai rangé les livres.,IX-1 LIVRE RANGER,maison_logement
Le bureau est en bois.,BUREAU BOIS AVOIR,maison_logement
J'ai nettoyé la fenêtre.,IX-1 FENÊTRE NETTOYER,maison_logement
Le bureau est encombré.,BUREAU ENCOMBRER,maison_logement
J'ai rangé les stylos.,IX-1 STYLO RANGER,maison_logement
Le bureau est près de la porte.,BUREAU PORTE PRÈS,maison_logement
J'ai acheté un nouveau bureau.,IX-1 BUREAU NOUVEAU ACHETER,maison_logement
Le bureau est en métal.,BUREAU MÉTAL AVOIR,maison_logement
J'ai rangé les papiers.,IX-1 PAPIER RANGER,maison_logement
Le bureau est grand et spacieux.,BUREAU GRAND SPACIEUX,maison_logement
J'ai nettoyé le sol.,IX-1 SOL NETTOYER,maison_logement
J'ai acheté une nouvelle chaise.,IX-1 CHAISE NOUVEAU ACHETER,maison_logement
J'ai nettoyé la table.,IX-1 TABLE NETTOYER,maison_logement
J’ai un vélo rouge.,IX-1 VÉLO ROUGE AVOIR,maison_logement
Tu as garé ta voiture où ?,IX-2 VOITURE GARER OÙ,maison_logement
Il a un scooter noir.,IX-3 SCOOTER NOIR AVOIR,maison_logement
Nous avons acheté une nouvelle moto.,IX-1-PL MOTO NOUVELLE AVOIR,maison_logement
Vous prenez le bus pour aller au travail ?,IX-2-PL BUS PRENDRE TRAVAIL ALLER,maison_logement
Ils ont un camion pour leur entreprise.,IX-3-PL CAMION ENTREPRISE AVOIR,maison_logement
Je prends le métro tous les matins.,IX-1 MÉTRO TOUS MATIN PRENDRE,maison_logement
Tu as conduit jusqu’à Paris ?,IX-2 PARIS CONDUIRE,maison_logement
Elle a un train à prendre à 18h.,IX-3 TRAIN PRENDRE 18H,maison_logement
Nous avons un bateau pour les vacances.,IX-1-PL BATEAU VACANCES AVOIR,maison_logement
Vous avez un avion à prendre demain ?,IX-2-PL AVION PRENDRE DEMAIN,maison_logement
Je conduis une voiture électrique.,IX-1 VOITURE ÉLECTRIQUE CONDUIRE,maison_logement
Tu as un vélo pour aller à l’école ?,IX-2 VÉLO ÉCOLE ALLER,maison_logement
Il a un scooter pour se déplacer.,IX-3 SCOOTER DÉPLACER,maison_logement
Nous avons un camion pour transporter des meubles.,IX-1-PL CAMION MEUBLE TRANSPORTER,maison_logement
Vous avez un bus pour aller à la plage ?,IX-2-PL BUS PLAGE ALLER,maison_logement
